"loan_id","customer_id","funded_amount","term_months","int_rate","fico_score","dti","purpose","home_ownership","issue_date","risk_tier","loan_status"
"LN100216","CUST210245",10000,36,"14.03",690,"0.22","Debt Consolidation","OWN","2025-08-18","Medium Risk","Fully Paid"
"LN100217","CUST204890",20000,60,"13.18",679,"0.32","Debt Consolidation","RENT","2024-06-12","Medium Risk","Fully Paid"
"LN100218","CUST213790",20000,36,"17.45",642,"0.17","Debt Consolidation","MORTGAGE","2024-11-08","High Risk","Fully Paid"
"LN100219","CUST210469",35000,36,"15.89",547,"0.28","Debt Consolidation","MORTGAGE","2024-10-30","High Risk","Fully Paid"
"LN100220","CUST208318",20000,60,"17.37",629,"0.18","Home Improvement","OWN","2025-12-14","High Risk","Fully Paid"
"LN100221","CUST209978",15000,60,"14.64",707,"0.23","Credit Card Refinance","MORTGAGE","2023-11-15","Medium Risk","Fully Paid"
"LN100222","CUST203259",5000,36,"17.76",694,"0.42","Credit Card Refinance","MORTGAGE","2025-12-01","Medium Risk","Fully Paid"
"LN100223","CUST202505",10000,60,"14.35",728,"0.29","Credit Card Refinance","RENT","2024-07-25","Low Risk","Fully Paid"
"LN100224","CUST206127",10000,36,"16.35",697,"0.40","Credit Card Refinance","MORTGAGE","2024-05-17","Medium Risk","Fully Paid"
"LN100225","CUST212493",10000,60,"15.37",716,"0.27","Debt Consolidation","MORTGAGE","2024-04-08","Medium Risk","Fully Paid"
"LN100226","CUST202647",75000,36,"14.40",718,"0.39","Home Improvement","RENT","2023-02-15","Medium Risk","Fully Paid"
"LN100227","CUST208838",10000,60,"17.15",681,"0.40","Home Improvement","MORTGAGE","2025-06-07","Medium Risk","Fully Paid"
"LN100228","CUST212758",35000,60,"16.04",681,"0.39","Major Purchase","MORTGAGE","2025-09-16","Medium Risk","Fully Paid"
"LN100229","CUST208690",20000,36,"20.50",534,"0.41","Credit Card Refinance","RENT","2024-07-11","High Risk","Fully Paid"
"LN100230","CUST200010",35000,60,"14.93",647,"0.36","Credit Card Refinance","MORTGAGE","2024-11-03","High Risk","Fully Paid"
"LN100231","CUST209814",15000,36,"17.07",649,"0.25","Credit Card Refinance","RENT","2025-11-08","High Risk","Fully Paid"
"LN100232","CUST205311",15000,36,"16.85",674,"0.13","Debt Consolidation","RENT","2024-09-07","Medium Risk","Fully Paid"
"LN100233","CUST208006",15000,36,"15.04",633,"0.21","Debt Consolidation","MORTGAGE","2025-10-18","High Risk","Fully Paid"
"LN100234","CUST200320",5000,60,"14.24",726,"0.35","Debt Consolidation","MORTGAGE","2025-04-08","Low Risk","Fully Paid"
"LN100235","CUST201833",20000,36,"14.02",635,"0.43","Major Purchase","RENT","2023-04-16","High Risk","Fully Paid"
"LN100236","CUST205948",10000,36,"11.74",735,"0.36","Debt Consolidation","MORTGAGE","2024-09-07","Low Risk","Fully Paid"
"LN100237","CUST214397",5000,36,"16.64",631,"0.26","Debt Consolidation","MORTGAGE","2024-06-11","High Risk","Fully Paid"
"LN100238","CUST213627",20000,36,"18.98",649,"0.25","Credit Card Refinance","RENT","2023-08-07","High Risk","Fully Paid"
"LN100239","CUST213219",5000,36,"19.17",646,"0.30","Debt Consolidation","RENT","2023-10-31","High Risk","Fully Paid"
"LN100240","CUST205039",50000,60,"15.67",655,"0.37","Small Business","MORTGAGE","2024-04-02","High Risk","Fully Paid"
"LN100241","CUST203924",50000,60,"12.62",738,"0.30","Debt Consolidation","OWN","2024-03-24","Low Risk","Fully Paid"
"LN100242","CUST200950",50000,36,"17.32",663,"0.24","Home Improvement","MORTGAGE","2024-05-24","Medium Risk","Fully Paid"
"LN100243","CUST203947",10000,36,"12.89",664,"0.20","Debt Consolidation","MORTGAGE","2025-08-08","Medium Risk","Fully Paid"
"LN100244","CUST214386",5000,36,"15.85",642,"0.21","Debt Consolidation","RENT","2023-11-10","High Risk","Fully Paid"
"LN100245","CUST209296",50000,36,"14.70",667,"0.22","Debt Consolidation","RENT","2023-07-21","Medium Risk","Fully Paid"
"LN100246","CUST201291",15000,36,"15.12",690,"0.29","Home Improvement","MORTGAGE","2025-11-01","Medium Risk","Fully Paid"
"LN100247","CUST201404",50000,36,"17.84",669,"0.20","Debt Consolidation","MORTGAGE","2025-01-13","Medium Risk","Default"
"LN100248","CUST211992",50000,36,"11.82",672,"0.23","Debt Consolidation","MORTGAGE","2025-04-25","Medium Risk","Fully Paid"
"LN100249","CUST207963",35000,36,"14.72",730,"0.38","Home Improvement","MORTGAGE","2025-03-29","Low Risk","Fully Paid"
"LN100250","CUST213370",10000,60,"15.69",693,"0.37","Debt Consolidation","MORTGAGE","2025-05-08","Medium Risk","Fully Paid"
"LN100251","CUST201134",10000,60,"16.86",622,"0.50","Debt Consolidation","MORTGAGE","2024-11-09","High Risk","Fully Paid"
"LN100252","CUST212462",35000,36,"16.06",675,"0.34","Debt Consolidation","MORTGAGE","2024-09-04","Medium Risk","Fully Paid"
"LN100253","CUST208728",10000,36,"16.95",653,"0.13","Major Purchase","MORTGAGE","2023-06-16","High Risk","Default"
"LN100254","CUST212548",5000,36,"15.09",706,"0.12","Credit Card Refinance","MORTGAGE","2024-05-11","Medium Risk","Fully Paid"
"LN100255","CUST202061",15000,60,"12.32",685,"0.32","Credit Card Refinance","MORTGAGE","2023-11-29","Medium Risk","Fully Paid"
"LN100256","CUST202104",50000,36,"12.77",736,"0.29","Debt Consolidation","MORTGAGE","2025-09-12","Low Risk","Fully Paid"
"LN100257","CUST210810",20000,60,"18.85",642,"0.27","Credit Card Refinance","MORTGAGE","2023-05-16","High Risk","Fully Paid"
"LN100258","CUST207788",15000,36,"14.00",670,"0.16","Small Business","OWN","2024-10-04","Medium Risk","Fully Paid"
"LN100259","CUST209008",5000,36,"16.97",626,"0.18","Credit Card Refinance","RENT","2023-04-27","High Risk","Fully Paid"
"LN100260","CUST202706",20000,36,"14.49",677,"0.43","Debt Consolidation","RENT","2025-06-11","Medium Risk","Fully Paid"
"LN100261","CUST204343",75000,36,"18.32",603,"0.42","Debt Consolidation","MORTGAGE","2025-04-11","High Risk","Fully Paid"
"LN100262","CUST208646",5000,36,"14.80",696,"0.33","Home Improvement","MORTGAGE","2025-06-04","Medium Risk","Default"
"LN100263","CUST214294",15000,36,"16.56",677,"0.37","Debt Consolidation","MORTGAGE","2023-11-12","Medium Risk","Fully Paid"
"LN100264","CUST209939",35000,60,"15.90",687,"0.16","Debt Consolidation","MORTGAGE","2025-04-28","Medium Risk","Fully Paid"
"LN100265","CUST206933",20000,36,"13.94",719,"0.34","Home Improvement","RENT","2025-08-27","Medium Risk","Fully Paid"
"LN100266","CUST203471",20000,36,"11.88",691,"0.22","Home Improvement","MORTGAGE","2023-03-04","Medium Risk","Default"
"LN100267","CUST208836",20000,36,"15.80",616,"0.45","Credit Card Refinance","OWN","2024-11-14","High Risk","Fully Paid"
"LN100268","CUST212375",10000,36,"14.39",652,"0.36","Home Improvement","MORTGAGE","2025-01-28","High Risk","Fully Paid"
"LN100269","CUST211960",10000,36,"13.80",675,"0.11","Credit Card Refinance","RENT","2023-08-31","Medium Risk","Fully Paid"
"LN100270","CUST211303",35000,36,"16.68",663,"0.15","Major Purchase","MORTGAGE","2024-09-22","Medium Risk","Fully Paid"
"LN100271","CUST203296",35000,36,"18.81",669,"0.29","Debt Consolidation","OWN","2024-04-27","Medium Risk","Fully Paid"
"LN100272","CUST211681",35000,36,"9.78",761,"0.19","Debt Consolidation","MORTGAGE","2025-09-23","Low Risk","Fully Paid"
"LN100273","CUST205108",50000,36,"13.12",685,"0.43","Debt Consolidation","OWN","2025-10-04","Medium Risk","Fully Paid"
"LN100274","CUST206538",15000,36,"15.37",699,"0.08","Debt Consolidation","RENT","2025-03-22","Medium Risk","Fully Paid"
"LN100275","CUST211005",15000,60,"17.64",579,"0.29","Debt Consolidation","MORTGAGE","2024-03-14","High Risk","Fully Paid"
"LN100276","CUST210648",35000,36,"15.25",717,"0.11","Debt Consolidation","OWN","2025-04-10","Medium Risk","Fully Paid"
"LN100277","CUST206119",20000,60,"11.88",822,"0.25","Debt Consolidation","MORTGAGE","2025-05-30","Low Risk","Fully Paid"
"LN100278","CUST207178",20000,36,"15.80",747,"0.15","Debt Consolidation","MORTGAGE","2024-04-26","Low Risk","Fully Paid"
"LN100279","CUST214740",35000,36,"16.93",657,"0.29","Credit Card Refinance","RENT","2024-08-09","High Risk","Fully Paid"
"LN100280","CUST208480",35000,36,"13.97",794,"0.19","Credit Card Refinance","RENT","2024-05-13","Low Risk","Fully Paid"
"LN100281","CUST207398",10000,36,"17.00",681,"0.22","Debt Consolidation","MORTGAGE","2023-12-04","Medium Risk","Fully Paid"
"LN100282","CUST201983",10000,36,"13.34",695,"0.43","Debt Consolidation","MORTGAGE","2024-11-19","Medium Risk","Fully Paid"
"LN100283","CUST204062",5000,36,"16.73",666,"0.25","Debt Consolidation","MORTGAGE","2023-11-23","Medium Risk","Fully Paid"
"LN100284","CUST203682",15000,36,"16.84",665,"0.05","Debt Consolidation","RENT","2024-10-31","Medium Risk","Fully Paid"
"LN100285","CUST201050",5000,36,"17.81",567,"0.28","Major Purchase","RENT","2025-02-10","High Risk","Default"
"LN100286","CUST205540",15000,60,"14.00",719,"0.47","Home Improvement","RENT","2023-06-19","Medium Risk","Fully Paid"
"LN100287","CUST200345",15000,60,"15.39",665,"0.34","Small Business","MORTGAGE","2023-07-26","Medium Risk","Fully Paid"
"LN100288","CUST209639",10000,36,"14.43",670,"0.41","Debt Consolidation","MORTGAGE","2023-06-18","Medium Risk","Default"
"LN100289","CUST209076",15000,36,"13.10",693,"0.23","Debt Consolidation","RENT","2023-06-18","Medium Risk","Fully Paid"
"LN100290","CUST203771",5000,36,"19.24",659,"0.38","Home Improvement","OWN","2023-01-18","High Risk","Default"
"LN100291","CUST209642",5000,36,"16.80",693,"0.25","Debt Consolidation","MORTGAGE","2023-11-04","Medium Risk","Fully Paid"
"LN100292","CUST203609",35000,60,"14.04",740,"0.34","Home Improvement","OWN","2025-05-27","Low Risk","Fully Paid"
"LN100293","CUST200118",10000,36,"12.80",700,"0.44","Small Business","OWN","2025-10-05","Medium Risk","Default"
"LN100294","CUST201164",5000,36,"16.52",672,"0.17","Debt Consolidation","RENT","2023-07-09","Medium Risk","Fully Paid"
"LN100295","CUST211598",15000,36,"15.13",673,"0.08","Major Purchase","RENT","2023-11-08","Medium Risk","Fully Paid"
"LN100296","CUST210340",35000,60,"15.02",690,"0.25","Home Improvement","MORTGAGE","2023-04-16","Medium Risk","Fully Paid"
"LN100297","CUST200965",10000,36,"19.92",638,"0.34","Debt Consolidation","MORTGAGE","2023-01-05","High Risk","Fully Paid"
"LN100298","CUST203751",20000,36,"18.10",690,"0.50","Credit Card Refinance","MORTGAGE","2025-08-23","Medium Risk","Fully Paid"
"LN100299","CUST201105",5000,36,"11.10",714,"0.31","Debt Consolidation","MORTGAGE","2023-12-30","Medium Risk","Fully Paid"
"LN100300","CUST214835",5000,36,"15.95",684,"0.38","Debt Consolidation","MORTGAGE","2023-03-08","Medium Risk","Fully Paid"
"LN100301","CUST200515",15000,36,"16.30",658,"0.22","Credit Card Refinance","MORTGAGE","2023-10-01","High Risk","Default"
"LN100302","CUST214085",15000,60,"16.41",665,"0.22","Credit Card Refinance","MORTGAGE","2024-08-19","Medium Risk","Default"
"LN100303","CUST205414",20000,36,"13.86",712,"0.34","Credit Card Refinance","RENT","2025-01-21","Medium Risk","Fully Paid"
"LN100304","CUST201161",20000,60,"16.90",624,"0.49","Debt Consolidation","MORTGAGE","2025-01-01","High Risk","Default"
"LN100305","CUST208424",75000,36,"14.88",639,"0.30","Credit Card Refinance","RENT","2023-06-29","High Risk","Fully Paid"
"LN100306","CUST203900",15000,36,"19.08",599,"0.33","Debt Consolidation","MORTGAGE","2023-03-24","High Risk","Fully Paid"
"LN100307","CUST204563",10000,60,"16.99",681,"0.22","Credit Card Refinance","OWN","2023-12-05","Medium Risk","Fully Paid"
"LN100308","CUST210961",35000,36,"16.89",723,"0.23","Major Purchase","RENT","2024-09-26","Low Risk","Fully Paid"
"LN100309","CUST207954",10000,60,"12.69",746,"0.43","Credit Card Refinance","RENT","2024-11-07","Low Risk","Fully Paid"
"LN100310","CUST203511",15000,60,"13.98",757,"0.13","Small Business","MORTGAGE","2023-07-24","Low Risk","Fully Paid"
"LN100311","CUST208835",5000,36,"19.44",645,"0.21","Small Business","MORTGAGE","2023-03-21","High Risk","Fully Paid"
"LN100312","CUST202168",5000,60,"14.19",692,"0.27","Major Purchase","MORTGAGE","2023-06-18","Medium Risk","Default"
"LN100313","CUST211852",50000,60,"14.51",659,"0.31","Debt Consolidation","RENT","2023-03-22","High Risk","Fully Paid"
"LN100314","CUST214457",35000,36,"13.90",762,"0.29","Credit Card Refinance","MORTGAGE","2023-01-01","Low Risk","Fully Paid"
"LN100315","CUST209356",20000,36,"15.62",745,"0.39","Major Purchase","RENT","2024-01-29","Low Risk","Fully Paid"
"LN100316","CUST209441",15000,36,"14.30",688,"0.65","Home Improvement","RENT","2023-12-15","Medium Risk","Fully Paid"
"LN100317","CUST207745",5000,36,"19.17",649,"0.17","Debt Consolidation","RENT","2025-03-11","High Risk","Fully Paid"
"LN100318","CUST203982",5000,36,"18.45",507,"0.33","Debt Consolidation","RENT","2025-10-01","High Risk","Fully Paid"
"LN100319","CUST212856",10000,36,"18.29",608,"0.22","Debt Consolidation","MORTGAGE","2023-08-09","High Risk","Fully Paid"
"LN100320","CUST207750",15000,36,"16.81",587,"0.41","Debt Consolidation","MORTGAGE","2024-07-01","High Risk","Fully Paid"
"LN100321","CUST213231",20000,36,"16.63",607,"0.52","Debt Consolidation","RENT","2024-08-19","High Risk","Default"
"LN100322","CUST206670",20000,36,"14.41",773,"0.29","Home Improvement","MORTGAGE","2025-12-13","Low Risk","Fully Paid"
"LN100323","CUST203120",10000,36,"16.81",615,"0.42","Debt Consolidation","MORTGAGE","2023-05-27","High Risk","Fully Paid"
"LN100324","CUST201546",50000,36,"14.57",626,"0.18","Home Improvement","MORTGAGE","2024-08-05","High Risk","Fully Paid"
"LN100325","CUST201589",20000,60,"15.48",633,"0.45","Debt Consolidation","MORTGAGE","2023-10-11","High Risk","Fully Paid"
"LN100326","CUST210797",15000,36,"13.36",809,"0.51","Debt Consolidation","MORTGAGE","2023-05-14","Low Risk","Fully Paid"
"LN100327","CUST207063",20000,36,"16.20",676,"0.28","Debt Consolidation","OWN","2025-08-04","Medium Risk","Fully Paid"
"LN100328","CUST205805",15000,36,"15.36",729,"0.38","Debt Consolidation","RENT","2024-06-16","Low Risk","Fully Paid"
"LN100329","CUST206940",10000,36,"14.40",688,"0.15","Home Improvement","MORTGAGE","2023-11-19","Medium Risk","Fully Paid"
"LN100330","CUST206736",10000,36,"16.41",580,"0.23","Home Improvement","OWN","2025-11-20","High Risk","Fully Paid"
"LN100331","CUST207652",35000,60,"12.37",756,"0.37","Debt Consolidation","RENT","2023-07-16","Low Risk","Fully Paid"
"LN100332","CUST214154",5000,36,"13.87",700,"0.58","Debt Consolidation","MORTGAGE","2025-10-13","Medium Risk","Default"
"LN100333","CUST211946",5000,60,"15.60",673,"0.08","Credit Card Refinance","MORTGAGE","2024-04-03","Medium Risk","Fully Paid"
"LN100334","CUST200888",5000,36,"11.52",768,"0.32","Credit Card Refinance","MORTGAGE","2024-08-04","Low Risk","Fully Paid"
"LN100335","CUST211033",5000,36,"17.55",662,"0.45","Debt Consolidation","OWN","2023-03-07","Medium Risk","Fully Paid"
"LN100336","CUST210707",35000,60,"16.47",672,"0.52","Debt Consolidation","RENT","2025-03-16","Medium Risk","Fully Paid"
"LN100337","CUST210588",20000,60,"14.65",662,"0.28","Credit Card Refinance","RENT","2024-11-24","Medium Risk","Fully Paid"
"LN100338","CUST201613",15000,36,"13.88",733,"0.46","Credit Card Refinance","RENT","2023-11-30","Low Risk","Fully Paid"
"LN100339","CUST200994",5000,60,"13.17",720,"0.39","Debt Consolidation","MORTGAGE","2025-08-26","Low Risk","Default"
"LN100340","CUST206597",15000,36,"14.95",693,"0.51","Debt Consolidation","MORTGAGE","2025-07-15","Medium Risk","Fully Paid"
"LN100341","CUST211932",15000,60,"15.57",627,"0.28","Major Purchase","MORTGAGE","2025-01-04","High Risk","Fully Paid"
"LN100342","CUST205560",5000,36,"19.19",661,"0.31","Debt Consolidation","MORTGAGE","2025-11-08","Medium Risk","Fully Paid"
"LN100343","CUST213117",15000,60,"14.44",627,"0.23","Small Business","MORTGAGE","2024-09-19","High Risk","Fully Paid"
"LN100344","CUST214118",10000,36,"12.15",738,"0.26","Debt Consolidation","MORTGAGE","2024-08-24","Low Risk","Fully Paid"
"LN100345","CUST201791",20000,36,"17.12",601,"0.26","Small Business","RENT","2025-04-01","High Risk","Fully Paid"
"LN100346","CUST204074",20000,36,"13.67",759,"0.20","Credit Card Refinance","RENT","2025-05-06","Low Risk","Fully Paid"
"LN100347","CUST203140",5000,36,"14.05",744,"0.52","Debt Consolidation","OWN","2024-04-26","Low Risk","Fully Paid"
"LN100348","CUST203117",10000,36,"18.03",634,"0.31","Major Purchase","MORTGAGE","2024-09-25","High Risk","Fully Paid"
"LN100349","CUST208787",20000,36,"16.69",659,"0.24","Home Improvement","MORTGAGE","2024-10-30","High Risk","Fully Paid"
"LN100350","CUST207351",15000,36,"15.02",644,"0.25","Debt Consolidation","RENT","2024-03-07","High Risk","Fully Paid"
"LN100351","CUST202297",35000,60,"16.57",701,"0.11","Credit Card Refinance","RENT","2024-05-07","Medium Risk","Fully Paid"
"LN100352","CUST206913",20000,36,"14.69",750,"0.37","Debt Consolidation","MORTGAGE","2025-08-02","Low Risk","Fully Paid"
"LN100353","CUST203007",5000,60,"16.11",739,"0.20","Debt Consolidation","MORTGAGE","2023-11-01","Low Risk","Fully Paid"
"LN100354","CUST204564",5000,36,"16.13",658,"0.23","Debt Consolidation","MORTGAGE","2023-11-14","High Risk","Fully Paid"
"LN100355","CUST207580",20000,36,"15.59",742,"0.44","Credit Card Refinance","MORTGAGE","2023-03-17","Low Risk","Fully Paid"
"LN100356","CUST204093",5000,36,"9.97",738,"0.24","Debt Consolidation","RENT","2023-06-12","Low Risk","Fully Paid"
"LN100357","CUST214328",15000,36,"15.02",670,"0.36","Debt Consolidation","OWN","2023-05-01","Medium Risk","Default"
"LN100358","CUST201236",50000,36,"14.16",679,"0.23","Debt Consolidation","RENT","2023-08-30","Medium Risk","Fully Paid"
"LN100359","CUST207261",15000,36,"14.63",757,"0.24","Debt Consolidation","RENT","2023-10-30","Low Risk","Fully Paid"
"LN100360","CUST213239",10000,36,"13.09",732,"0.22","Debt Consolidation","MORTGAGE","2023-08-09","Low Risk","Fully Paid"
"LN100361","CUST214113",20000,36,"15.44",741,"0.28","Home Improvement","MORTGAGE","2025-07-08","Low Risk","Fully Paid"
"LN100362","CUST214025",15000,36,"13.46",809,"0.13","Home Improvement","MORTGAGE","2023-09-16","Low Risk","Fully Paid"
"LN100363","CUST209017",15000,60,"13.91",707,"0.39","Home Improvement","MORTGAGE","2023-11-02","Medium Risk","Fully Paid"
"LN100364","CUST201605",50000,60,"15.46",696,"0.64","Debt Consolidation","RENT","2023-05-31","Medium Risk","Fully Paid"
"LN100365","CUST200829",10000,60,"13.50",747,"0.37","Home Improvement","RENT","2024-08-01","Low Risk","Fully Paid"
"LN100366","CUST210685",50000,60,"13.20",779,"0.19","Debt Consolidation","MORTGAGE","2024-11-12","Low Risk","Fully Paid"
"LN100367","CUST208857",50000,36,"17.40",649,"0.38","Credit Card Refinance","OWN","2024-10-17","High Risk","Fully Paid"
"LN100368","CUST213698",5000,36,"15.29",669,"0.11","Major Purchase","RENT","2024-05-04","Medium Risk","Fully Paid"
"LN100369","CUST200242",5000,60,"14.29",629,"0.21","Debt Consolidation","RENT","2025-09-13","High Risk","Fully Paid"
"LN100370","CUST201529",5000,36,"15.97",697,"0.25","Credit Card Refinance","MORTGAGE","2025-06-10","Medium Risk","Fully Paid"
"LN100371","CUST212347",5000,60,"16.01",724,"0.43","Debt Consolidation","MORTGAGE","2025-04-19","Low Risk","Fully Paid"
